dataset,objective,noise_std_fraction,seed,index,x,y,label
digits,kl,0.0,101,41,2.2672200202941895,0.5534343123435974,8
digits,kl,0.0,101,42,-8.068476676940918,-1.0598945617675781,0
digits,kl,0.0,101,43,8.193592071533203,0.4887094497680664,6
digits,kl,0.0,101,44,-3.613935708999634,1.8265738487243652,9
digits,kl,0.0,101,45,-7.123342990875244,3.837164878845215,9
digits,kl,0.0,101,46,-4.489019393920898,2.978992223739624,3
digits,kl,0.0,101,47,-3.482002019882202,4.0658416748046875,3
digits,kl,0.0,101,48,1.9001946449279785,-3.1450252532958984,1
digits,kl,0.0,101,49,6.2879533767700195,-7.066897392272949,2
digits,kl,0.0,101,50,3.9512882232666016,-7.035591125488281,2
digits,kl,0.0,101,51,0.670164167881012,-2.9923806190490723,1
digits,kl,0.0,101,52,-2.788090467453003,4.480235576629639,3
digits,kl,0.0,101,53,7.196920871734619,-0.4719441831111908,6
digits,kl,0.0,101,54,-8.789401054382324,-0.3683302104473114,0
digits,kl,0.0,101,55,-1.688094973564148,-1.4021543264389038,5
digits,kl,0.0,101,56,-7.959362030029297,-4.365217208862305,2
digits,kl,0.0,101,57,-3.711721658706665,-0.9574103951454163,5
digits,kl,0.0,101,58,-4.24207067489624,3.077659845352173,3
digits,kl,0.0,101,59,4.907858848571777,-6.090908527374268,2
digits,kl,0.0,101,60,5.739663124084473,5.163667678833008,4
digits,kl,0.0,101,61,-2.360950469970703,-3.3607025146484375,8
digits,kl,0.0,101,62,5.690235614776611,4.899265289306641,4
digits,kl,0.0,101,63,4.696815490722656,5.077542304992676,4
digits,kl,0.0,101,64,4.279516220092773,4.511401653289795,4
digits,kl,0.0,101,65,1.2688812017440796,-2.2248973846435547,8
digits,kl,0.0,101,66,-3.3655126094818115,-3.742440938949585,5
digits,kl,0.0,101,67,-2.0981037616729736,-6.170141220092773,7
digits,kl,0.0,101,68,6.030534267425537,-1.1935511827468872,6
digits,kl,0.0,101,69,-0.3384508192539215,0.324632465839386,8
digits,kl,0.0,101,70,2.744072675704956,2.9911744594573975,4
digits,kl,0.0,101,71,-1.9194307327270508,-6.180392742156982,7
digits,kl,0.0,101,72,-0.12079589068889618,0.2818964123725891,8
digits,kl,0.0,101,73,6.277756690979004,-0.1317247450351715,6
digits,kl,0.0,101,74,-0.16848747432231903,-5.238097190856934,7
digits,kl,0.0,101,75,3.317464828491211,6.734278202056885,4
digits,kl,0.0,101,76,-7.766740322113037,-0.7255387306213379,0
digits,kl,0.0,101,77,-7.23516845703125,-4.70158052444458,2
digits,kl,0.0,101,78,-4.342004299163818,4.886380195617676,3
digits,kl,0.0,101,79,1.7707784175872803,-3.707980155944824,1
digits,kl,0.0,101,80,-4.78140115737915,-6.467260360717773,5
digits,kl,0.0,101,81,-4.310788631439209,-2.6954312324523926,5
digits,kl,0.0,101,82,6.516843318939209,-4.957406044006348,1
digits,kl,0.0,101,83,-5.053596019744873,4.346211910247803,3
digits,kl,0.0,101,84,2.1850802898406982,9.268498420715332,7
digits,kl,0.0,101,85,4.992236137390137,-5.49722957611084,1
digits,kl,0.0,101,86,-3.1783759593963623,3.3955419063568115,3
digits,kl,0.0,101,87,2.085559844970703,-3.217959403991699,1
digits,kl,0.0,101,88,2.6367180347442627,-7.426080703735352,2
digits,kl,0.0,101,89,6.657602310180664,-5.04132080078125,1
digits,kl,0.0,101,90,0.6157746315002441,2.5668387413024902,9
digits,kl,0.0,101,91,-4.492175579071045,2.714444398880005,9
digits,kl,0.0,101,92,3.8505711555480957,4.645930290222168,4
digits,kl,0.0,101,93,2.5333285331726074,0.32651326060295105,8
digits,kl,0.0,101,94,-3.7666547298431396,-1.5774441957473755,5
digits,kl,0.0,101,95,-4.553278923034668,-0.8027542233467102,5
digits,kl,0.0,101,96,3.4830515384674072,7.1817779541015625,4
digits,kl,0.0,101,97,-0.30919748544692993,7.754663944244385,7
digits,kl,0.0,101,98,-7.309020519256592,-0.38868770003318787,0
digits,kl,0.0,101,99,0.30726027488708496,3.7818968296051025,8
digits,kl,0.0,101,100,-5.117020606994629,-1.0753253698349,5
digits,kl,0.0,101,101,2.679145574569702,0.4711237847805023,8
digits,kl,0.0,101,102,-0.5476205945014954,0.00485841603949666,8
digits,kl,0.0,101,103,-2.3531453609466553,-5.638016223907471,3
digits,kl,0.0,101,104,5.180305004119873,-4.416740894317627,2
digits,kl,0.0,101,105,2.2029099464416504,-2.0545475482940674,1
digits,kl,0.0,101,106,8.512931823730469,1.9365354776382446,6
digits,kl,0.0,101,107,-4.1695170402526855,4.506757736206055,3
digits,kl,0.0,101,108,-7.771877288818359,2.021836757659912,9
digits,kl,0.0,101,109,0.3953278064727783,4.553970813751221,1
digits,kl,0.0,101,110,2.733858585357666,-6.125295162200928,2
digits,kl,0.0,101,111,6.604858875274658,0.4019656777381897,6
digits,kl,0.0,101,112,-6.377026081085205,2.9534127712249756,9
digits,kl,0.0,101,113,1.5014140605926514,-2.9628634452819824,1
digits,kl,0.0,101,114,2.120893716812134,-5.743621349334717,2
digits,kl,0.0,101,115,1.2396330833435059,-7.156039237976074,7
digits,kl,0.0,101,116,1.816373586654663,-3.220072031021118,1
digits,kl,0.0,101,117,3.595956563949585,-6.990159034729004,2
digits,kl,0.0,101,118,0.8429949879646301,0.30480414628982544,8
digits,kl,0.0,101,119,-5.1610612869262695,1.6613805294036865,9
digits,kl,0.0,101,120,-2.1294782161712646,0.7515341639518738,8
digits,kl,0.0,101,121,-0.7323151230812073,-6.374677658081055,7
digits,kl,0.0,101,122,-6.479818344116211,4.036311626434326,9
digits,kl,0.0,101,123,-5.81440544128418,3.4083847999572754,9
digits,kl,0.0,101,124,-0.05367361754179001,4.049352645874023,8
digits,kl,0.0,101,125,-2.4739925861358643,-4.291342735290527,5
digits,kl,0.0,101,126,-2.623286247253418,2.104126214981079,3
digits,kl,0.0,101,127,0.6946226358413696,4.576483249664307,1
digits,kl,0.0,101,128,-3.136651039123535,5.208838939666748,3
digits,kl,0.0,101,129,2.8778841495513916,4.5750956535339355,0
digits,kl,0.0,101,130,5.848062038421631,-0.012281789444386959,6
digits,kl,0.0,101,131,7.179837703704834,1.5400112867355347,6
digits,kl,0.0,101,132,3.1761081218719482,7.010921001434326,4
digits,kl,0.0,101,133,-4.096907615661621,-1.4971734285354614,5
digits,kl,0.0,101,134,-5.5273213386535645,3.013651132583618,9
digits,kl,0.0,101,135,0.33589795231819153,4.60814094543457,1
digits,kl,0.0,101,136,-6.134349346160889,5.157102584838867,9
digits,kl,0.0,101,137,-5.11183500289917,1.456695318222046,9
digits,kl,0.0,101,138,3.8893818855285645,3.27760910987854,4
digits,kl,0.0,101,139,-8.978168487548828,0.42679131031036377,0
digits,kl,0.0,101,140,2.3723349571228027,0.32789355516433716,8
digits,kl,0.0,101,141,6.580840587615967,-6.664449691772461,2
digits,kl,0.0,101,142,-8.000605583190918,-0.0779661014676094,0
digits,kl,0.0,101,143,-6.567993640899658,3.752781629562378,9
digits,kl,0.0,101,144,0.32644277811050415,-1.5665665864944458,8
digits,kl,0.0,101,145,0.5692813992500305,2.358858823776245,9
digits,kl,0.0,101,146,-2.279762029647827,3.091261625289917,3
digits,kl,0.0,101,147,-8.040487289428711,-1.2080405950546265,0
digits,kl,0.0,101,148,0.23172177374362946,5.423763275146484,1
digits,kl,0.0,101,149,3.8165838718414307,5.959333419799805,4
digits,kl,0.0,101,150,-2.289029359817505,3.147378444671631,3
digits,kl,0.0,101,151,-7.88408088684082,-4.346604824066162,2
digits,kl,0.0,101,152,-0.22664417326450348,-5.309032917022705,7
digits,kl,0.0,101,153,-3.854965925216675,-1.0028475522994995,5
digits,kl,0.0,101,154,5.591348648071289,6.866825103759766,4
digits,kl,0.0,101,155,3.781038522720337,-7.271064758300781,2
digits,kl,0.0,101,156,-0.6809025406837463,-6.62008810043335,7
digits,kl,0.0,101,157,-0.28220269083976746,-5.358365535736084,7
digits,kl,0.0,101,158,2.116983413696289,-3.3257269859313965,1
digits,kl,0.0,101,159,-4.413418769836426,3.739345073699951,3
digits,kl,0.0,101,160,1.9410070180892944,2.673489570617676,7
digits,kl,0.0,101,161,-0.13936372101306915,-5.175022125244141,7
digits,kl,0.0,101,162,-5.3692755699157715,-1.9148662090301514,5
digits,kl,0.0,101,163,0.14820881187915802,-4.868228912353516,7
digits,kl,0.0,101,164,-3.8309478759765625,-3.21303129196167,5
digits,kl,0.0,101,165,-3.1208913326263428,5.059396266937256,3
digits,kl,0.0,101,166,2.465357780456543,-7.1444830894470215,2
digits,kl,0.0,101,167,-0.20695769786834717,-2.898139238357544,4
digits,kl,0.0,101,168,-4.2307209968566895,2.0099990367889404,9
digits,kl,0.0,101,169,6.058693885803223,1.034923791885376,6
digits,kl,0.0,101,170,-1.6655923128128052,0.8427730202674866,8
digits,kl,0.0,101,171,8.568416595458984,2.0584921836853027,9
digits,kl,0.0,101,172,4.233805179595947,5.655738353729248,4
digits,kl,0.0,101,173,-5.76271915435791,3.6975560188293457,9
digits,kl,0.0,101,174,6.164574146270752,-0.9283292889595032,6
digits,kl,0.0,101,175,1.9023723602294922,-2.098646879196167,1
digits,kl,0.0,101,176,6.273453712463379,-0.5823763012886047,6
digits,kl,0.0,101,177,-4.679738998413086,1.9393799304962158,9
digits,kl,0.0,101,178,5.710029125213623,-6.164796352386475,2
digits,kl,0.0,101,179,-4.737804412841797,-6.553986549377441,5
digits,kl,0.0,101,180,-7.758005619049072,2.128718852996826,9
digits,kl,0.0,101,181,-8.553050994873047,-0.6562418341636658,0
digits,kl,0.0,101,182,6.006936073303223,-1.4674808979034424,6
digits,kl,0.0,101,183,3.021542549133301,7.548762798309326,4
digits,kl,0.0,101,184,-4.852766990661621,1.2606359720230103,9
digits,kl,0.0,101,185,-8.59801197052002,-0.27746766805648804,0
digits,kl,0.0,101,186,3.186552047729492,5.171923637390137,4
digits,kl,0.0,101,187,2.6484036445617676,-0.6770636439323425,1
digits,kl,0.0,101,188,-7.290990352630615,-4.677311420440674,2
digits,kl,0.0,101,189,6.086938381195068,-6.907042026519775,2
digits,kl,0.0,101,190,-4.878810882568359,-6.639334201812744,5
digits,kl,0.0,101,191,7.1241326332092285,-0.9744502902030945,6
digits,kl,0.0,101,192,0.36078593134880066,5.205239295959473,1
digits,kl,0.0,101,193,2.337921142578125,1.3451054096221924,2
digits,kl,0.0,101,194,-5.525635719299316,1.755679726600647,9
digits,kl,0.0,101,195,4.500116348266602,4.557222366333008,4
digits,kl,0.0,101,196,-4.8474016189575195,4.775176525115967,3
digits,kl,0.0,101,197,-5.9003448486328125,4.457031726837158,9
digits,kl,0.0,101,198,7.267309665679932,-0.23946990072727203,6
digits,kl,0.0,101,199,-3.977224349975586,-4.026571750640869,5
digits,fisher_rao,0.0,101,0,-2.5125021934509277,-8.290901184082031,7
digits,fisher_rao,0.0,101,1,4.237089157104492,4.786836624145508,4
digits,fisher_rao,0.0,101,2,7.013611316680908,-4.685699939727783,1
digits,fisher_rao,0.0,101,3,4.682892799377441,7.52092170715332,4
digits,fisher_rao,0.0,101,4,-0.5956838130950928,-0.7988718152046204,8
digits,fisher_rao,0.0,101,5,-1.0535056591033936,-1.4781262874603271,8
digits,fisher_rao,0.0,101,6,-4.84095573425293,-5.783670425415039,5
digits,fisher_rao,0.0,101,7,-7.363627910614014,-5.958031177520752,5
digits,fisher_rao,0.0,101,8,-9.690777778625488,4.061788082122803,5
digits,fisher_rao,0.0,101,9,-5.962331771850586,-2.932939052581787,5
digits,fisher_rao,0.0,101,10,6.21696138381958,5.419755458831787,4
digits,fisher_rao,0.0,101,11,-2.313903570175171,-2.56158447265625,5
digits,fisher_rao,0.0,101,12,6.645686149597168,1.4050663709640503,6
digits,fisher_rao,0.0,101,13,-0.5725947618484497,-7.58585786819458,7
digits,fisher_rao,0.0,101,14,3.7333617210388184,-7.09597635269165,2
digits,fisher_rao,0.0,101,15,6.057226657867432,-0.7579167485237122,6
digits,fisher_rao,0.0,101,16,-6.481030464172363,1.0259095430374146,3
digits,fisher_rao,0.0,101,17,1.4557933807373047,-3.042393445968628,1
digits,fisher_rao,0.0,101,18,5.937193393707275,2.3764259815216064,0
digits,fisher_rao,0.0,101,19,7.4659318923950195,-5.818653583526611,2
digits,fisher_rao,0.0,101,20,-2.269529104232788,6.4376420974731445,0
digits,fisher_rao,0.0,101,21,8.104665756225586,-5.300427436828613,2
digits,fisher_rao,0.0,101,22,7.165067672729492,0.9033154249191284,6
digits,fisher_rao,0.0,101,23,-5.4856367111206055,-5.173303604125977,5
digits,fisher_rao,0.0,101,24,-2.6406049728393555,7.494863986968994,0
digits,fisher_rao,0.0,101,25,-2.805612564086914,7.887404918670654,0
digits,fisher_rao,0.0,101,26,7.770369052886963,-6.978014945983887,2
digits,fisher_rao,0.0,101,27,4.691674709320068,6.913129806518555,4
digits,fisher_rao,0.0,101,28,-1.8919692039489746,7.112934112548828,0
digits,fisher_rao,0.0,101,29,5.035167694091797,6.655916690826416,4
digits,fisher_rao,0.0,101,30,7.744218349456787,0.19432935118675232,6
digits,fisher_rao,0.0,101,31,-3.9923465251922607,3.45931339263916,5
digits,fisher_rao,0.0,101,32,-9.046874046325684,3.684704542160034,3
digits,fisher_rao,0.0,101,33,3.9778904914855957,0.8232222199440002,6
digits,fisher_rao,0.0,101,34,-2.7094173431396484,6.890880584716797,0
digits,fisher_rao,0.0,101,35,1.0569568872451782,9.52759075164795,7
digits,fisher_rao,0.0,101,36,0.9195340275764465,-2.492863655090332,8
digits,fisher_rao,0.0,101,37,-9.75657844543457,-5.791208744049072,2
digits,fisher_rao,0.0,101,38,1.9318089485168457,-3.714370012283325,1
digits,fisher_rao,0.0,101,39,1.192248821258545,8.176168441772461,7
digits,fisher_rao,0.0,101,40,5.651062488555908,0.4987722933292389,6
digits,fisher_rao,0.0,101,41,2.2324581146240234,0.05229399353265762,8
digits,fisher_rao,0.0,101,42,-1.8378710746765137,7.318802833557129,0
digits,fisher_rao,0.0,101,43,7.354250907897949,-1.1300468444824219,6
digits,fisher_rao,0.0,101,44,-3.964698314666748,1.2054752111434937,9
digits,fisher_rao,0.0,101,45,-5.603663921356201,4.693077087402344,9
digits,fisher_rao,0.0,101,46,-4.973336696624756,2.247401475906372,3
digits,fisher_rao,0.0,101,47,-6.191774368286133,1.0455899238586426,3
digits,fisher_rao,0.0,101,48,1.9133702516555786,-3.9897823333740234,1
digits,fisher_rao,0.0,101,49,7.720929145812988,-6.864801406860352,2
digits,fisher_rao,0.0,101,50,5.265641212463379,-6.96611213684082,2
digits,fisher_rao,0.0,101,51,2.8392996788024902,-3.5341475009918213,1
digits,fisher_rao,0.0,101,52,-7.043113708496094,0.3399674892425537,3
digits,fisher_rao,0.0,101,53,7.408665180206299,0.2990991175174713,6
digits,fisher_rao,0.0,101,54,-2.583057165145874,7.921695232391357,0
digits,fisher_rao,0.0,101,55,-2.2429850101470947,-2.740241527557373,5
digits,fisher_rao,0.0,101,56,-9.667993545532227,-0.4170694053173065,2
digits,fisher_rao,0.0,101,57,-4.554352760314941,-2.586622476577759,5
digits,fisher_rao,0.0,101,58,-5.191359996795654,1.940949559211731,3
digits,fisher_rao,0.0,101,59,6.390905857086182,-5.624525547027588,2
digits,fisher_rao,0.0,101,60,5.675963878631592,6.613071441650391,4
digits,fisher_rao,0.0,101,61,-4.16853666305542,-5.369776725769043,8
digits,fisher_rao,0.0,101,62,5.611453056335449,6.698411464691162,4
digits,fisher_rao,0.0,101,63,4.725430965423584,6.137496471405029,4
digits,fisher_rao,0.0,101,64,4.236021518707275,6.633161544799805,4
digits,fisher_rao,0.0,101,65,0.9882248044013977,-3.5281002521514893,8
digits,fisher_rao,0.0,101,66,-4.943511009216309,-5.350840091705322,5
digits,fisher_rao,0.0,101,67,-2.59717059135437,-7.550372123718262,7
digits,fisher_rao,0.0,101,68,6.130074501037598,-0.5140718817710876,6
digits,fisher_rao,0.0,101,69,-0.8858398199081421,-0.7386097311973572,8
digits,fisher_rao,0.0,101,70,4.219876289367676,8.557205200195312,4
digits,fisher_rao,0.0,101,71,-2.399907112121582,-7.530663013458252,7
digits,fisher_rao,0.0,101,72,-0.6580398678779602,-0.7035772204399109,8
digits,fisher_rao,0.0,101,73,6.570263862609863,0.4647389054298401,6
digits,fisher_rao,0.0,101,74,-0.3796602785587311,-6.271726608276367,7
digits,fisher_rao,0.0,101,75,3.736103057861328,4.082835674285889,4
digits,fisher_rao,0.0,101,76,-2.188202142715454,7.070309162139893,0
digits,fisher_rao,0.0,101,77,-8.994250297546387,-0.7099456787109375,2
digits,fisher_rao,0.0,101,78,-6.802060127258301,2.024867534637451,3
digits,fisher_rao,0.0,101,79,1.260298728942871,-4.320575714111328,1
digits,fisher_rao,0.0,101,80,-7.372544765472412,-5.960010051727295,5
digits,fisher_rao,0.0,101,81,-5.682934761047363,-4.011077404022217,5
digits,fisher_rao,0.0,101,82,7.693298816680908,-4.672659397125244,1
digits,fisher_rao,0.0,101,83,-6.216509819030762,2.599092483520508,3
digits,fisher_rao,0.0,101,84,1.192574381828308,8.162792205810547,7
digits,fisher_rao,0.0,101,85,6.359335899353027,-4.93095588684082,1
digits,fisher_rao,0.0,101,86,-5.743838787078857,0.6730802059173584,3
digits,fisher_rao,0.0,101,87,1.910109281539917,-4.103193283081055,1
digits,fisher_rao,0.0,101,88,4.379222869873047,-8.008623123168945,2
digits,fisher_rao,0.0,101,89,7.849884033203125,-4.75264310836792,1
digits,fisher_rao,0.0,101,90,-2.8935670852661133,-5.285554885864258,9
digits,fisher_rao,0.0,101,91,-4.680213451385498,2.1835055351257324,9
digits,fisher_rao,0.0,101,92,3.9289472103118896,6.2515668869018555,4
digits,fisher_rao,0.0,101,93,2.504467248916626,-0.06844573467969894,8
digits,fisher_rao,0.0,101,94,-5.019545078277588,-2.976350784301758,5
digits,fisher_rao,0.0,101,95,-5.44706916809082,-2.2461776733398438,5
digits,fisher_rao,0.0,101,96,-6.839867115020752,-10.359278678894043,4
digits,fisher_rao,0.0,101,97,1.0767316818237305,9.50997257232666,7
digits,fisher_rao,0.0,101,98,-2.3116345405578613,6.672175884246826,0
digits,fisher_rao,0.0,101,99,0.7957059741020203,2.2745847702026367,8
digits,fisher_rao,0.0,101,100,-6.140739440917969,-2.779013156890869,5
digits,fisher_rao,0.0,101,101,2.684112548828125,0.1098058745265007,8
digits,fisher_rao,0.0,101,102,-0.9876027703285217,-0.9812102317810059,8
digits,fisher_rao,0.0,101,103,-3.091527223587036,-7.226426124572754,3
digits,fisher_rao,0.0,101,104,4.949192523956299,-5.547810077667236,2
digits,fisher_rao,0.0,101,105,1.749837040901184,-2.8241071701049805,1
digits,fisher_rao,0.0,101,106,9.283267974853516,2.587404489517212,6
digits,fisher_rao,0.0,101,107,-6.4049577713012695,1.8120112419128418,3
digits,fisher_rao,0.0,101,108,-4.178457260131836,5.858227729797363,9
digits,fisher_rao,0.0,101,109,0.9352085590362549,2.6411290168762207,1
digits,fisher_rao,0.0,101,110,3.901940107345581,-6.973169326782227,2
digits,fisher_rao,0.0,101,111,6.925872802734375,0.942922830581665,6
digits,fisher_rao,0.0,101,112,-4.789251804351807,3.968324661254883,9
digits,fisher_rao,0.0,101,113,2.2344064712524414,-3.6987171173095703,1
digits,fisher_rao,0.0,101,114,2.8496720790863037,-6.995483875274658,2
digits,fisher_rao,0.0,101,115,2.3539936542510986,-7.961146354675293,7
digits,fisher_rao,0.0,101,116,1.566580891609192,-4.025008678436279,1
digits,fisher_rao,0.0,101,117,4.995728969573975,-7.194436073303223,2
digits,fisher_rao,0.0,101,118,0.1690717339515686,-0.47130948305130005,8
digits,fisher_rao,0.0,101,119,-3.425870656967163,2.7881977558135986,9
digits,fisher_rao,0.0,101,120,-2.31943941116333,-0.1562005579471588,8
digits,fisher_rao,0.0,101,121,-1.0062934160232544,-7.188619136810303,7
digits,fisher_rao,0.0,101,122,-5.814601421356201,4.124799728393555,9
digits,fisher_rao,0.0,101,123,-5.273154258728027,3.4749133586883545,9
digits,fisher_rao,0.0,101,124,0.4882592260837555,2.248824119567871,8
digits,fisher_rao,0.0,101,125,-4.356366157531738,-6.799009799957275,5
digits,fisher_rao,0.0,101,126,-4.452158451080322,0.11945930868387222,3
digits,fisher_rao,0.0,101,127,1.2493749856948853,2.631821632385254,1
digits,fisher_rao,0.0,101,128,-7.261691093444824,0.9175593852996826,3
digits,fisher_rao,0.0,101,129,2.882260322570801,5.6504716873168945,0
digits,fisher_rao,0.0,101,130,6.104386806488037,0.5762104392051697,6
digits,fisher_rao,0.0,101,131,7.833921909332275,2.003546953201294,6
digits,fisher_rao,0.0,101,132,3.540632963180542,3.7216858863830566,4
digits,fisher_rao,0.0,101,133,-5.210764408111572,-2.896427631378174,5
digits,fisher_rao,0.0,101,134,-4.884499549865723,3.303847551345825,9
digits,fisher_rao,0.0,101,135,0.8967233300209045,2.702908754348755,1
digits,fisher_rao,0.0,101,136,-7.014267444610596,3.681600332260132,9
digits,fisher_rao,0.0,101,137,-3.203165054321289,2.737532377243042,9
digits,fisher_rao,0.0,101,138,4.399366855621338,8.119523048400879,4
digits,fisher_rao,0.0,101,139,-3.2631638050079346,8.146458625793457,0
digits,fisher_rao,0.0,101,140,2.4361765384674072,-0.09602233022451401,8
digits,fisher_rao,0.0,101,141,7.846620559692383,-6.531330585479736,2
digits,fisher_rao,0.0,101,142,-2.6712734699249268,7.187880039215088,0
digits,fisher_rao,0.0,101,143,-5.540399551391602,4.1644978523254395,9
digits,fisher_rao,0.0,101,144,0.4318665564060211,-2.6713387966156006,8
digits,fisher_rao,0.0,101,145,-3.072495937347412,-5.423648834228516,9
digits,fisher_rao,0.0,101,146,-5.465959072113037,-0.030341779813170433,3
digits,fisher_rao,0.0,101,147,-1.7190825939178467,7.303261756896973,0
digits,fisher_rao,0.0,101,148,0.7509415745735168,3.4282381534576416,1
digits,fisher_rao,0.0,101,149,4.269269943237305,4.909531593322754,4
digits,fisher_rao,0.0,101,150,-5.4590349197387695,0.019335469231009483,3
digits,fisher_rao,0.0,101,151,-9.496116638183594,-0.41419517993927,2
digits,fisher_rao,0.0,101,152,-0.19240857660770416,-6.315423965454102,7
digits,fisher_rao,0.0,101,153,-4.745420455932617,-2.502631664276123,5
digits,fisher_rao,0.0,101,154,6.561679840087891,5.336634159088135,4
digits,fisher_rao,0.0,101,155,5.213660717010498,-7.037017345428467,2
digits,fisher_rao,0.0,101,156,-0.9577624201774597,-7.433662414550781,7
digits,fisher_rao,0.0,101,157,-0.18312320113182068,-6.360936164855957,7
digits,fisher_rao,0.0,101,158,1.88869309425354,-4.200597763061523,1
digits,fisher_rao,0.0,101,159,-5.770188808441162,1.6596194505691528,3
digits,fisher_rao,0.0,101,160,-1.8331544399261475,-5.8441596031188965,7
digits,fisher_rao,0.0,101,161,-0.03931736201047897,-6.183510780334473,7
digits,fisher_rao,0.0,101,162,-6.5697174072265625,-3.214177370071411,5
digits,fisher_rao,0.0,101,163,0.18150445818901062,-6.037276744842529,7
digits,fisher_rao,0.0,101,164,-5.47678279876709,-4.490104675292969,5
digits,fisher_rao,0.0,101,165,-7.138278961181641,0.8370171785354614,3
digits,fisher_rao,0.0,101,166,4.052425384521484,-7.790124416351318,2
digits,fisher_rao,0.0,101,167,3.6863481998443604,-3.285954713821411,4
digits,fisher_rao,0.0,101,168,-4.006974220275879,1.92533540725708,9
digits,fisher_rao,0.0,101,169,6.55787467956543,1.63459312915802,6
digits,fisher_rao,0.0,101,170,-2.283390522003174,-0.633910596370697,8
digits,fisher_rao,0.0,101,171,9.380367279052734,2.6573925018310547,9
digits,fisher_rao,0.0,101,172,4.436245441436768,5.4204535484313965,4
digits,fisher_rao,0.0,101,173,-5.542422294616699,3.3890950679779053,9
digits,fisher_rao,0.0,101,174,6.299803733825684,-0.28288593888282776,6
digits,fisher_rao,0.0,101,175,1.7930697202682495,-2.984671115875244,1
digits,fisher_rao,0.0,101,176,6.421121597290039,-0.07612989842891693,6
digits,fisher_rao,0.0,101,177,-3.8858377933502197,2.308037519454956,9
digits,fisher_rao,0.0,101,178,7.169167518615723,-5.896455764770508,2
digits,fisher_rao,0.0,101,179,-8.871814727783203,7.622668266296387,5
digits,fisher_rao,0.0,101,180,-4.274381637573242,5.869388103485107,9
digits,fisher_rao,0.0,101,181,-2.340857982635498,7.70017147064209,0
digits,fisher_rao,0.0,101,182,6.010279178619385,-0.7276450991630554,6
digits,fisher_rao,0.0,101,183,-6.823851585388184,-10.326691627502441,4
digits,fisher_rao,0.0,101,184,-3.266430616378784,2.499354600906372,9
digits,fisher_rao,0.0,101,185,-2.5970096588134766,7.778083324432373,0
digits,fisher_rao,0.0,101,186,3.639143466949463,5.2174153327941895,4
digits,fisher_rao,0.0,101,187,2.1989188194274902,-0.9985957145690918,1
digits,fisher_rao,0.0,101,188,-9.044804573059082,-0.6889289021492004,2
digits,fisher_rao,0.0,101,189,7.520840167999268,-6.668070316314697,2
